category,country,year,capacity_mw,group,is_renewable
Other renewable,NL,2021,0.0,renewable,True
Solar,NL,2021,11108.0,renewable,True
Wind Offshore,NL,2021,2460.0,renewable,True
Wind Onshore,NL,2021,4188.0,renewable,True
Fossil Brown coal/Lignite,NL,2022,0.0,fossil,False
Fossil Coal-derived gas,NL,2022,0.0,fossil,False
Fossil Gas,NL,2022,18530.0,fossil,False
Fossil Hard coal,NL,2022,4006.0,fossil,False
Fossil Oil,NL,2022,0.0,fossil,False
Fossil Oil shale,NL,2022,0.0,fossil,False
Fossil Peat,NL,2022,0.0,fossil,False
Nuclear,NL,2022,486.0,nuclear,False
Other,NL,2022,1.0,other,False
Waste,NL,2022,763.0,other,False
Biomass,NL,2022,572.0,renewable,True
Geothermal,NL,2022,0.0,renewable,True
Hydro Pumped Storage,NL,2022,0.0,renewable,True
Hydro Run-of-river and poundage,NL,2022,38.0,renewable,True
Hydro Water Reservoir,NL,2022,0.0,renewable,True
Marine,NL,2022,0.0,renewable,True
Other renewable,NL,2022,0.0,renewable,True
Solar,NL,2022,14911.0,renewable,True
Wind Offshore,NL,2022,2460.0,renewable,True
Wind Onshore,NL,2022,5310.0,renewable,True
Fossil Brown coal/Lignite,NL,2023,0.0,fossil,False
Fossil Coal-derived gas,NL,2023,0.0,fossil,False
Fossil Gas,NL,2023,18351.0,fossil,False
Fossil Hard coal,NL,2023,4006.0,fossil,False
Fossil Oil,NL,2023,0.0,fossil,False
Fossil Oil shale,NL,2023,0.0,fossil,False
Fossil Peat,NL,2023,0.0,fossil,False
Nuclear,NL,2023,486.0,nuclear,False
Other,NL,2023,1.0,other,False
Waste,NL,2023,786.0,other,False
Biomass,NL,2023,415.0,renewable,True
Geothermal,NL,2023,0.0,renewable,True
Hydro Pumped Storage,NL,2023,0.0,renewable,True
Hydro Run-of-river and poundage,NL,2023,37.0,renewable,True
Hydro Water Reservoir,NL,2023,0.0,renewable,True
Marine,NL,2023,0.0,renewable,True
Other renewable,NL,2023,0.0,renewable,True
Solar,NL,2023,22590.0,renewable,True
Wind Offshore,NL,2023,3220.0,renewable,True
Wind Onshore,NL,2023,6190.0,renewable,True
Fossil Brown coal/Lignite,NL,2024,0.0,fossil,False
Fossil Coal-derived gas,NL,2024,0.0,fossil,False
Fossil Gas,NL,2024,18351.0,fossil,False
Fossil Hard coal,NL,2024,4006.0,fossil,False
Fossil Oil,NL,2024,0.0,fossil,False
Fossil Oil shale,NL,2024,0.0,fossil,False
Fossil Peat,NL,2024,0.0,fossil,False
Nuclear,NL,2024,486.0,nuclear,False
Other,NL,2024,1.0,other,False
Waste,NL,2024,786.0,other,False
Biomass,NL,2024,415.0,renewable,True
Geothermal,NL,2024,0.0,renewable,True
Hydro Pumped Storage,NL,2024,0.0,renewable,True
Hydro Run-of-river and poundage,NL,2024,38.0,renewable,True
Hydro Water Reservoir,NL,2024,0.0,renewable,True
Marine,NL,2024,0.0,renewable,True
Other renewable,NL,2024,0.0,renewable,True
Solar,NL,2024,24261.0,renewable,True
Wind Offshore,NL,2024,3978.0,renewable,True
Wind Onshore,NL,2024,6812.0,renewable,True
Fossil Gas,NO,2014,930.0,fossil,False
Fossil_Mixed_fuels,NO,2014,148.0,other,False
Hydro_Pure_storage,NO,2014,31080.0,other,False
Wind_onshore,NO,2014,856.0,other,False
Biomass,NO,2014,31.5,renewable,True
Fossil Gas,NO,2015,749.5,fossil,False
Hydro_Pure_storage,NO,2015,31200.0,other,False
Wind_onshore,NO,2015,867.0,other,False
Fossil Gas,NO,2016,445.3,fossil,False
Hydro_Pure_storage,NO,2016,30767.0,other,False
Non_identified_net_gen,NO,2016,0.3,other,False
Wind_onshore,NO,2016,868.8,other,False
Biomass,NO,2016,1.5,renewable,True
Fossil Gas,NO,2017,447.6,fossil,False
Biogas,NO,2017,7.0,other,False
Hydro_Marine,NO,2017,0.3,other,False
Hydro_Pure_storage,NO,2017,31660.0,other,False
Non_identified_net_gen,NO,2017,71.7,other,False
Other_renewable,NO,2017,36.0,other,False
Solar_PV,NO,2017,5.9,other,False
Waste_renewable,NO,2017,17.0,other,False
Wind_onshore,NO,2017,1083.2,other,False
Fossil Gas,NO,2018,541.9,fossil,False
Biogas,NO,2018,7.0,other,False
Hydro_Marine,NO,2018,0.3,other,False
Hydro_Mixed_pumped_storage_renewable,NO,2018,1388.22,other,False
Hydro_Pure_storage,NO,2018,25385.0,other,False
Hydro_RunOfRiver_and_poundage,NO,2018,5801.18,other,False
Non_identified_net_gen,NO,2018,0.0,other,False
Other_renewable,NO,2018,53.46,other,False
Solar_PV,NO,2018,45.0,other,False
Waste_renewable,NO,2018,51.45,other,False
Wind_onshore,NO,2018,1748.63,other,False
Fossil Gas,NO,2019,634.6,fossil,False
Other,NO,2019,0.0,other,False
Hydro Pumped Storage,NO,2019,1031.3,renewable,True
Hydro Run-of-river and poundage,NO,2019,5937.13,renewable,True
Hydro Water Reservoir,NO,2019,26472.27,renewable,True
Wind Onshore,NO,2019,2261.8,renewable,True
Fossil Gas,NO,2020,641.7,fossil,False
Other,NO,2020,0.0,other,False
Hydro Pumped Storage,NO,2020,1031.3,renewable,True
Hydro Run-of-river and poundage,NO,2020,6248.06,renewable,True
Hydro Water Reservoir,NO,2020,26532.8,renewable,True
Wind Onshore,NO,2020,3865.5,renewable,True
Fossil Gas,NO,2021,638.94,fossil,False
Other,NO,2021,31.24,other,False
Waste,NO,2021,89.82,other,False
Hydro Pumped Storage,NO,2021,1064.7,renewable,True
Hydro Run-of-river and poundage,NO,2021,6676.7,renewable,True
Hydro Water Reservoir,NO,2021,26683.46,renewable,True
Other renewable,NO,2021,99.5,renewable,True
Wind Onshore,NO,2021,5105.2,renewable,True
Fossil Gas,NO,2022,638.94,fossil,False
Other,NO,2022,31.24,other,False
Waste,NO,2022,89.82,other,False
Hydro Pumped Storage,NO,2022,1064.7,renewable,True
Hydro Run-of-river and poundage,NO,2022,6676.7,renewable,True
Hydro Water Reservoir,NO,2022,26683.46,renewable,True
Other renewable,NO,2022,99.5,renewable,True
Wind Onshore,NO,2022,5105.2,renewable,True
Fossil Gas,NO,2023,458.94,fossil,False
Other,NO,2023,31.24,other,False
Waste,NO,2023,89.82,other,False
Hydro Pumped Storage,NO,2023,1064.7,renewable,True
Hydro Run-of-river and poundage,NO,2023,6701.93,renewable,True
Hydro Water Reservoir,NO,2023,26701.43,renewable,True
Other renewable,NO,2023,99.5,renewable,True
Wind Onshore,NO,2023,5129.8,renewable,True
Fossil Gas,NO,2024,472.94,fossil,False
Other,NO,2024,31.24,other,False
Waste,NO,2024,91.96,other,False
Biomass,NO,2024,14.38,renewable,True
Hydro Pumped Storage,NO,2024,1064.7,renewable,True
Hydro Run-of-river and poundage,NO,2024,6875.49,renewable,True
Hydro Water Reservoir,NO,2024,26660.16,renewable,True
Other renewable,NO,2024,99.5,renewable,True
Solar,NO,2024,9.07,renewable,True
Wind Onshore,NO,2024,5133.0,renewable,True
Fossil Gas,PL,2014,1145.0,fossil,False
Biogas,PL,2014,170.0,other,False
Fossil_Brown_coal_Lignite,PL,2014,8474.0,other,False
Fossil_Hard_coal,PL,2014,19011.0,other,False
Hydro_Mixed_pumped_storage_renewable,PL,2014,378.0,other,False
Hydro_Pure_pumped_Storage,PL,2014,1392.0,other,False
Hydro_Pure_storage,PL,2014,174.0,other,False
Hydro_RunOfRiver_and_poundage,PL,2014,399.0,other,False
Other_non_renewable,PL,2014,465.0,other,False
Solar_PV,PL,2014,27.0,other,False
Wind_onshore,PL,2014,3788.0,other,False
Biomass,PL,2014,647.0,renewable,True
Fossil Gas,PL,2015,1159.0,fossil,False
Fossil Oil,PL,2015,332.0,fossil,False
Biogas,PL,2015,197.0,other,False
Fossil_Brown_coal_Lignite,PL,2015,8503.0,other,False
Fossil_Coal_derived_gas,PL,2015,144.0,other,False
Fossil_Hard_coal,PL,2015,18838.0,other,False
Hydro_Mixed_pumped_storage_non_renewable,PL,2015,0.0,other,False
Hydro_Mixed_pumped_storage_renewable,PL,2015,378.0,other,False
Hydro_Pure_pumped_Storage,PL,2015,1394.0,other,False
Hydro_Pure_storage,PL,2015,175.0,other,False
Hydro_RunOfRiver_and_poundage,PL,2015,401.0,other,False
Other_non_renewable,PL,2015,85.0,other,False
Solar_PV,PL,2015,108.0,other,False
Wind_onshore,PL,2015,4828.0,other,False
Biomass,PL,2015,737.0,renewable,True
Fossil Gas,PL,2016,1240.0,fossil,False
Fossil Oil,PL,2016,332.0,fossil,False
Biogas,PL,2016,203.0,other,False
Fossil_Brown_coal_Lignite,PL,2016,8576.0,other,False
Fossil_Coal_derived_gas,PL,2016,144.0,other,False
Fossil_Hard_coal,PL,2016,17906.0,other,False
Hydro_Mixed_pumped_storage_non_renewable,PL,2016,0.0,other,False
Hydro_Mixed_pumped_storage_renewable,PL,2016,378.0,other,False
Hydro_Pure_pumped_Storage,PL,2016,1394.0,other,False
Hydro_Pure_storage,PL,2016,175.0,other,False
Hydro_RunOfRiver_and_poundage,PL,2016,414.0,other,False
Other_non_renewable,PL,2016,903.0,other,False
Solar_PV,PL,2016,186.0,other,False
Wind_onshore,PL,2016,5697.0,other,False
Biomass,PL,2016,730.0,renewable,True
Fossil Gas,PL,2017,2377.0,fossil,False
Fossil Oil,PL,2017,310.0,fossil,False
Biogas,PL,2017,325.0,other,False
Fossil_Brown_coal_Lignite,PL,2017,8590.0,other,False
Fossil_Coal_derived_gas,PL,2017,144.0,other,False
Fossil_Hard_coal,PL,2017,18161.0,other,False
Hydro_Mixed_pumped_storage_non_renewable,PL,2017,0.0,other,False
Hydro_Mixed_pumped_storage_renewable,PL,2017,378.0,other,False
Hydro_Pure_pumped_Storage,PL,2017,1398.0,other,False
Hydro_Pure_storage,PL,2017,177.0,other,False
Hydro_RunOfRiver_and_poundage,PL,2017,416.0,other,False
Other_non_renewable,PL,2017,286.0,other,False
Solar_PV,PL,2017,285.0,other,False
Waste_non_renewable,PL,2017,40.0,other,False
Wind_onshore,PL,2017,5652.0,other,False
Biomass,PL,2017,850.0,renewable,True
Fossil Gas,PL,2018,2585.0,fossil,False
Fossil Oil,PL,2018,379.0,fossil,False
Biogas,PL,2018,145.0,other,False
Fossil_Brown_coal_Lignite,PL,2018,8049.0,other,False
Fossil_Coal_derived_gas,PL,2018,387.0,other,False
Fossil_Hard_coal,PL,2018,19195.0,other,False
Hydro_Mixed_pumped_storage_non_renewable,PL,2018,0.0,other,False
Hydro_Mixed_pumped_storage_renewable,PL,2018,378.0,other,False
Hydro_Pure_pumped_Storage,PL,2018,1398.0,other,False
Hydro_Pure_storage,PL,2018,177.0,other,False
Hydro_RunOfRiver_and_poundage,PL,2018,402.0,other,False
Solar_PV,PL,2018,399.0,other,False
Waste_non_renewable,PL,2018,57.0,other,False
Wind_onshore,PL,2018,5608.0,other,False
Biomass,PL,2018,719.0,renewable,True
Fossil Brown coal/Lignite,PL,2019,8013.46,fossil,False
Fossil Coal-derived gas,PL,2019,271.6,fossil,False
Fossil Gas,PL,2019,2106.33,fossil,False
Fossil Hard coal,PL,2019,22261.06,fossil,False
Fossil Oil,PL,2019,415.0,fossil,False
Biomass,PL,2019,849.38,renewable,True
Hydro Pumped Storage,PL,2019,1780.02,renewable,True
Hydro Run-of-river and poundage,PL,2019,435.43,renewable,True
Hydro Water Reservoir,PL,2019,156.51,renewable,True
Solar,PL,2019,430.13,renewable,True
Wind Onshore,PL,2019,5807.67,renewable,True
Fossil Brown coal/Lignite,PL,2020,7676.76,fossil,False
Fossil Coal-derived gas,PL,2020,271.6,fossil,False
Fossil Gas,PL,2020,2539.92,fossil,False
Fossil Hard coal,PL,2020,22286.01,fossil,False
Fossil Oil,PL,2020,358.91,fossil,False
Biomass,PL,2020,880.15,renewable,True
Hydro Pumped Storage,PL,2020,1780.02,renewable,True
Hydro Run-of-river and poundage,PL,2020,448.27,renewable,True
Hydro Water Reservoir,PL,2020,156.51,renewable,True
Solar,PL,2020,1309.82,renewable,True
Wind Onshore,PL,2020,5953.34,renewable,True
Fossil Brown coal/Lignite,PL,2021,7596.68,fossil,False
Fossil Coal-derived gas,PL,2021,271.6,fossil,False
Fossil Gas,PL,2021,2555.33,fossil,False
Fossil Hard coal,PL,2021,20924.79,fossil,False
Fossil Oil,PL,2021,358.91,fossil,False
Biomass,PL,2021,879.91,renewable,True
Hydro Pumped Storage,PL,2021,1793.88,renewable,True
Hydro Run-of-river and poundage,PL,2021,447.25,renewable,True
Hydro Water Reservoir,PL,2021,156.51,renewable,True
Solar,PL,2021,3472.78,renewable,True
Wind Onshore,PL,2021,6570.27,renewable,True
Fossil Brown coal/Lignite,PL,2022,7559.73,fossil,False
Fossil Coal-derived gas,PL,2022,284.19,fossil,False
Fossil Gas,PL,2022,3807.4,fossil,False
Fossil Hard coal,PL,2022,19073.12,fossil,False
Fossil Oil,PL,2022,392.54,fossil,False
Other,PL,2022,1524.25,other,False
Biomass,PL,2022,646.69,renewable,True
Hydro Pumped Storage,PL,2022,1591.21,renewable,True
Hydro Run-of-river and poundage,PL,2022,320.84,renewable,True
Hydro Water Reservoir,PL,2022,464.43,renewable,True
Solar,PL,2022,6664.08,renewable,True
Wind Onshore,PL,2022,7950.21,renewable,True
Fossil Brown coal/Lignite,PL,2023,7559.73,fossil,False
Fossil Coal-derived gas,PL,2023,281.32,fossil,False
Fossil Gas,PL,2023,3786.34,fossil,False
Fossil Hard coal,PL,2023,19008.15,fossil,False
Fossil Oil,PL,2023,392.54,fossil,False
Other,PL,2023,1519.67,other,False
Biomass,PL,2023,663.6,renewable,True
Hydro Pumped Storage,PL,2023,1591.21,renewable,True
Hydro Run-of-river and poundage,PL,2023,323.01,renewable,True
Hydro Water Reservoir,PL,2023,468.57,renewable,True
Solar,PL,2023,10643.2,renewable,True
Wind Onshore,PL,2023,8977.73,renewable,True
Fossil Brown coal/Lignite,PL,2024,7557.0,fossil,False
Fossil Coal-derived gas,PL,2024,273.61,fossil,False
Fossil Gas,PL,2024,5162.38,fossil,False
Fossil Hard coal,PL,2024,18830.51,fossil,False
Fossil Oil,PL,2024,392.54,fossil,False
Other,PL,2024,1642.76,other,False
Biomass,PL,2024,662.3,renewable,True
Hydro Pumped Storage,PL,2024,1588.81,renewable,True
Hydro Run-of-river and poundage,PL,2024,320.69,renewable,True
Hydro Water Reservoir,PL,2024,467.8,renewable,True
Solar,PL,2024,14608.7,renewable,True
Wind Onshore,PL,2024,9582.93,renewable,True
Fossil Gas,PT,2014,4699.0,fossil,False
Fossil Oil,PT,2014,71.0,fossil,False
Fossil_Hard_coal,PT,2014,1756.0,other,False
Fossil_Other,PT,2014,18.0,other,False
Hydro_Mixed_pumped_storage_renewable,PT,2014,1401.0,other,False
Hydro_Pure_storage,PT,2014,1436.0,other,False
Hydro_RunOfRiver_and_poundage,PT,2014,2870.0,other,False
Solar_PV,PT,2014,396.0,other,False
Wind_onshore,PT,2014,4540.0,other,False
Biomass,PT,2014,600.0,renewable,True
Fossil Gas,PT,2015,4698.0,fossil,False
Fossil Oil,PT,2015,47.0,fossil,False
Fossil_Hard_coal,PT,2015,1756.0,other,False
Fossil_Other,PT,2015,18.0,other,False
Hydro_Mixed_pumped_storage_renewable,PT,2015,1779.0,other,False
Hydro_Pure_storage,PT,2015,1511.0,other,False
Hydro_RunOfRiver_and_poundage,PT,2015,2866.0,other,False
Solar_PV,PT,2015,429.0,other,False
Wind_onshore,PT,2015,4846.0,other,False
Biomass,PT,2015,614.0,renewable,True
Fossil Gas,PT,2016,4656.75,fossil,False
Fossil Oil,PT,2016,42.22,fossil,False
Fossil_Hard_coal,PT,2016,1756.0,other,False
Fossil_Other,PT,2016,17.8,other,False
Hydro_Mixed_pumped_storage_non_renewable,PT,2016,0.0,other,False
Hydro_Mixed_pumped_storage_renewable,PT,2016,2559.0,other,False
Hydro_Pure_storage,PT,2016,1515.3,other,False
Hydro_RunOfRiver_and_poundage,PT,2016,2871.08,other,False
Solar_PV,PT,2016,439.19,other,False
Wind_onshore,PT,2016,5045.91,other,False
Biomass,PT,2016,614.77,renewable,True
Fossil Gas,PT,2017,4606.66,fossil,False
Fossil Oil,PT,2017,22.22,fossil,False
Fossil_Hard_coal,PT,2017,1756.0,other,False
Fossil_Other,PT,2017,17.8,other,False
Hydro_Mixed_pumped_storage_non_renewable,PT,2017,0.0,other,False
Hydro_Mixed_pumped_storage_renewable,PT,2017,2820.0,other,False
Hydro_Pure_storage,PT,2017,1515.3,other,False
Hydro_RunOfRiver_and_poundage,PT,2017,2857.59,other,False
Solar_PV,PT,2017,489.74,other,False
Wind_onshore,PT,2017,5090.14,other,False
Biomass,PT,2017,623.83,renewable,True
Fossil Gas,PT,2018,4608.57,fossil,False
Fossil Oil,PT,2018,14.24,fossil,False
Fossil_Hard_coal,PT,2018,1756.0,other,False
Hydro_Mixed_pumped_storage_non_renewable,PT,2018,0.0,other,False
Hydro_Mixed_pumped_storage_renewable,PT,2018,2820.0,other,False
Hydro_Pure_storage,PT,2018,1515.3,other,False
Hydro_RunOfRiver_and_poundage,PT,2018,2879.74,other,False
Other_non_renewable,PT,2018,17.8,other,False
Solar_PV,PT,2018,558.2,other,False
Wind_onshore,PT,2018,5149.64,other,False
Biomass,PT,2018,658.22,renewable,True
Fossil Brown coal/Lignite,PT,2019,0.0,fossil,False
Fossil Coal-derived gas,PT,2019,0.0,fossil,False
Fossil Gas,PT,2019,4606.0,fossil,False
Fossil Hard coal,PT,2019,1756.0,fossil,False
Fossil Oil,PT,2019,0.0,fossil,False
Fossil Oil shale,PT,2019,0.0,fossil,False
Fossil Peat,PT,2019,0.0,fossil,False
Nuclear,PT,2019,0.0,nuclear,False
Other,PT,2019,36.2,other,False
Waste,PT,2019,0.0,other,False
Biomass,PT,2019,604.8,renewable,True
Geothermal,PT,2019,0.0,renewable,True
Hydro Pumped Storage,PT,2019,2820.0,renewable,True
Hydro Run-of-river and poundage,PT,2019,2857.6,renewable,True
Hydro Water Reservoir,PT,2019,1515.3,renewable,True
Marine,PT,2019,0.0,renewable,True
Other renewable,PT,2019,0.0,renewable,True
Solar,PT,2019,323.5,renewable,True
Wind Offshore,PT,2019,0.0,renewable,True
Wind Onshore,PT,2019,5126.6,renewable,True
Fossil Brown coal/Lignite,PT,2020,0.0,fossil,False
Fossil Coal-derived gas,PT,2020,0.0,fossil,False
Fossil Gas,PT,2020,4606.2,fossil,False
Fossil Hard coal,PT,2020,1756.0,fossil,False
Fossil Oil,PT,2020,0.0,fossil,False
Fossil Oil shale,PT,2020,0.0,fossil,False
Fossil Peat,PT,2020,0.0,fossil,False
Nuclear,PT,2020,0.0,nuclear,False
Other,PT,2020,8.0,other,False
Waste,PT,2020,0.0,other,False
Biomass,PT,2020,678.8,renewable,True
Geothermal,PT,2020,0.0,renewable,True
Hydro Pumped Storage,PT,2020,2820.0,renewable,True
Hydro Run-of-river and poundage,PT,2020,2857.6,renewable,True
Hydro Water Reservoir,PT,2020,1515.3,renewable,True
Marine,PT,2020,0.0,renewable,True
Other renewable,PT,2020,0.0,renewable,True
Solar,PT,2020,413.4,renewable,True
Wind Offshore,PT,2020,0.0,renewable,True
Wind Onshore,PT,2020,5180.8,renewable,True
Fossil Brown coal/Lignite,PT,2021,0.0,fossil,False
Fossil Coal-derived gas,PT,2021,0.0,fossil,False
Fossil Gas,PT,2021,4584.9,fossil,False
Fossil Hard coal,PT,2021,1756.0,fossil,False
Fossil Oil,PT,2021,0.0,fossil,False
Fossil Oil shale,PT,2021,0.0,fossil,False
Fossil Peat,PT,2021,0.0,fossil,False
Nuclear,PT,2021,0.0,nuclear,False
Other,PT,2021,28.0,other,False
Waste,PT,2021,0.0,other,False
Biomass,PT,2021,684.1,renewable,True
Geothermal,PT,2021,0.0,renewable,True
Hydro Pumped Storage,PT,2021,2820.0,renewable,True
Hydro Run-of-river and poundage,PT,2021,2856.8,renewable,True
Hydro Water Reservoir,PT,2021,1515.3,renewable,True
Marine,PT,2021,0.0,renewable,True
Other renewable,PT,2021,0.0,renewable,True
Solar,PT,2021,569.2,renewable,True
Wind Offshore,PT,2021,25.0,renewable,True
Wind Onshore,PT,2021,5183.4,renewable,True
Fossil Brown coal/Lignite,PT,2022,0.0,fossil,False
Fossil Coal-derived gas,PT,2022,0.0,fossil,False
Fossil Gas,PT,2022,4519.5,fossil,False
Fossil Hard coal,PT,2022,0.0,fossil,False
Fossil Oil,PT,2022,0.0,fossil,False
Fossil Oil shale,PT,2022,0.0,fossil,False
Fossil Peat,PT,2022,0.0,fossil,False
Nuclear,PT,2022,0.0,nuclear,False
Other,PT,2022,28.0,other,False
Waste,PT,2022,0.0,other,False
Biomass,PT,2022,681.0,renewable,True
Geothermal,PT,2022,0.0,renewable,True
Hydro Pumped Storage,PT,2022,2827.4,renewable,True
Hydro Run-of-river and poundage,PT,2022,2856.4,renewable,True
Hydro Water Reservoir,PT,2022,1515.3,renewable,True
Marine,PT,2022,0.0,renewable,True
Other renewable,PT,2022,0.0,renewable,True
Solar,PT,2022,1031.9,renewable,True
Wind Offshore,PT,2022,25.0,renewable,True
Wind Onshore,PT,2022,5328.0,renewable,True
Fossil Brown coal/Lignite,PT,2023,0.0,fossil,False
Fossil Coal-derived gas,PT,2023,0.0,fossil,False
Fossil Gas,PT,2023,4584.6,fossil,False
Fossil Hard coal,PT,2023,0.0,fossil,False
Fossil Oil,PT,2023,0.0,fossil,False
Fossil Oil shale,PT,2023,0.0,fossil,False
Fossil Peat,PT,2023,0.0,fossil,False
Nuclear,PT,2023,0.0,nuclear,False
Other,PT,2023,28.0,other,False
Waste,PT,2023,0.0,other,False
Biomass,PT,2023,647.0,renewable,True
Geothermal,PT,2023,0.0,renewable,True
Hydro Pumped Storage,PT,2023,3707.4,renewable,True
Hydro Run-of-river and poundage,PT,2023,2856.4,renewable,True
Hydro Water Reservoir,PT,2023,1633.4,renewable,True
Marine,PT,2023,0.0,renewable,True
Other renewable,PT,2023,0.0,renewable,True
Solar,PT,2023,1332.3,renewable,True
Wind Offshore,PT,2023,25.0,renewable,True
Wind Onshore,PT,2023,5328.4,renewable,True
Fossil Brown coal/Lignite,PT,2024,0.0,fossil,False
Fossil Coal-derived gas,PT,2024,0.0,fossil,False
Fossil Gas,PT,2024,4432.7,fossil,False
Fossil Hard coal,PT,2024,0.0,fossil,False
Fossil Oil,PT,2024,0.0,fossil,False
Fossil Oil shale,PT,2024,0.0,fossil,False
Fossil Peat,PT,2024,0.0,fossil,False
Nuclear,PT,2024,0.0,nuclear,False
Other,PT,2024,28.0,other,False
Waste,PT,2024,0.0,other,False
Biomass,PT,2024,681.0,renewable,True
Geothermal,PT,2024,0.0,renewable,True
Hydro Pumped Storage,PT,2024,3707.4,renewable,True
Hydro Run-of-river and poundage,PT,2024,2855.5,renewable,True
Hydro Water Reservoir,PT,2024,1629.0,renewable,True
Marine,PT,2024,0.0,renewable,True
Other renewable,PT,2024,0.0,renewable,True
Solar,PT,2024,1810.8,renewable,True
Wind Offshore,PT,2024,25.0,renewable,True
Wind Onshore,PT,2024,5332.8,renewable,True
Fossil Gas,RO,2014,1999.0,fossil,False
Nuclear,RO,2014,1300.0,nuclear,False
Fossil_Brown_coal_Lignite,RO,2014,4097.0,other,False
Fossil_Hard_coal,RO,2014,1083.0,other,False
Fossil_Mixed_fuels,RO,2014,2145.0,other,False
Hydro_Pure_storage,RO,2014,3680.0,other,False
Hydro_RunOfRiver_and_poundage,RO,2014,2629.0,other,False
Non_identified_net_gen,RO,2014,0.05,other,False
Solar_PV,RO,2014,1143.0,other,False
Wind_onshore,RO,2014,2944.0,other,False
Biomass,RO,2014,94.0,renewable,True
Fossil Gas,RO,2015,2025.0,fossil,False
Nuclear,RO,2015,1300.0,nuclear,False
Fossil_Brown_coal_Lignite,RO,2015,3778.0,other,False
Fossil_Hard_coal,RO,2015,1148.0,other,False
Fossil_Mixed_fuels,RO,2015,2187.0,other,False
Hydro_Pure_storage,RO,2015,3709.0,other,False
Hydro_RunOfRiver_and_poundage,RO,2015,2643.0,other,False
Solar_PV,RO,2015,1225.0,other,False
Wind_onshore,RO,2015,2917.0,other,False
Biomass,RO,2015,98.0,renewable,True
Fossil Gas,RO,2016,1881.0,fossil,False
Nuclear,RO,2016,1300.0,nuclear,False
Fossil_Brown_coal_Lignite,RO,2016,3448.0,other,False
Fossil_Hard_coal,RO,2016,1148.0,other,False
Fossil_Mixed_fuels,RO,2016,1708.0,other,False
Hydro_Pure_storage,RO,2016,3761.0,other,False
Hydro_RunOfRiver_and_poundage,RO,2016,2644.0,other,False
Non_identified_net_gen,RO,2016,0.0,other,False
Solar_PV,RO,2016,1301.0,other,False
Wind_onshore,RO,2016,2965.0,other,False
Biomass,RO,2016,118.0,renewable,True
Fossil Gas,RO,2017,1829.0,fossil,False
Nuclear,RO,2017,1300.0,nuclear,False
Fossil_Brown_coal_Lignite,RO,2017,3312.0,other,False
Fossil_Hard_coal,RO,2017,1155.0,other,False
Fossil_Mixed_fuels,RO,2017,1605.0,other,False
Hydro_Pure_storage,RO,2017,3730.0,other,False
Hydro_RunOfRiver_and_poundage,RO,2017,2645.0,other,False
Non_identified_net_gen,RO,2017,0.0,other,False
Solar_PV,RO,2017,1285.0,other,False
Wind_onshore,RO,2017,2975.0,other,False
Biomass,RO,2017,121.0,renewable,True
Fossil Gas,RO,2018,1826.0,fossil,False
Nuclear,RO,2018,1300.0,nuclear,False
Fossil_Brown_coal_Lignite,RO,2018,3341.0,other,False
Fossil_Hard_coal,RO,2018,1032.0,other,False
Fossil_Mixed_fuels,RO,2018,1578.0,other,False
Hydro_Pure_storage,RO,2018,3566.0,other,False
Hydro_RunOfRiver_and_poundage,RO,2018,2763.0,other,False
Non_identified_net_gen,RO,2018,0.0,other,False
Solar_PV,RO,2018,1262.0,other,False
Wind_onshore,RO,2018,2977.0,other,False
Biomass,RO,2018,121.0,renewable,True
Fossil Brown coal/Lignite,RO,2019,3096.0,fossil,False
Fossil Gas,RO,2019,3033.0,fossil,False
Fossil Hard coal,RO,2019,1032.0,fossil,False
Nuclear,RO,2019,1300.0,nuclear,False
Biomass,RO,2019,115.0,renewable,True
Hydro Run-of-river and poundage,RO,2019,2770.0,renewable,True
Hydro Water Reservoir,RO,2019,3373.0,renewable,True
Solar,RO,2019,1150.0,renewable,True
Wind Onshore,RO,2019,2968.0,renewable,True
Fossil Brown coal/Lignite,RO,2020,3071.0,fossil,False
Fossil Gas,RO,2020,2666.0,fossil,False
Fossil Hard coal,RO,2020,1032.0,fossil,False
Nuclear,RO,2020,1300.0,nuclear,False
Biomass,RO,2020,117.0,renewable,True
Hydro Run-of-river and poundage,RO,2020,2750.0,renewable,True
Hydro Water Reservoir,RO,2020,3390.0,renewable,True
Solar,RO,2020,1163.0,renewable,True
Wind Onshore,RO,2020,2972.0,renewable,True
Fossil Brown coal/Lignite,RO,2021,2483.0,fossil,False
Fossil Gas,RO,2021,2184.0,fossil,False
Fossil Hard coal,RO,2021,986.0,fossil,False
Nuclear,RO,2021,1300.0,nuclear,False
Biomass,RO,2021,117.0,renewable,True
Hydro Run-of-river and poundage,RO,2021,2746.0,renewable,True
Hydro Water Reservoir,RO,2021,3388.0,renewable,True
Solar,RO,2021,1145.0,renewable,True
Wind Onshore,RO,2021,2957.0,renewable,True
Fossil Brown coal/Lignite,RO,2022,2497.0,fossil,False
Fossil Gas,RO,2022,2218.0,fossil,False
Fossil Hard coal,RO,2022,176.0,fossil,False
Nuclear,RO,2022,1300.0,nuclear,False
Biomass,RO,2022,116.0,renewable,True
Hydro Run-of-river and poundage,RO,2022,2780.0,renewable,True
Hydro Water Reservoir,RO,2022,3357.0,renewable,True
Solar,RO,2022,1160.0,renewable,True
Wind Onshore,RO,2022,2957.0,renewable,True
